name,damage_share,kill_participation,cs_diff_at_15,ga_at_15,kills,deaths,assists,vision_score,damage_per_gold,win,Games
FNC Bwipo,0.2231268052122125,0.5935465979764225,-9.722222222222221,-194.11111111111111,2.7222222222222223,3.8333333333333335,5.166666666666667,32.77777777777778,1.136960020721895,0.5,18
FNC Hylissang,0.08354306818869137,0.5965698969646339,-5.888888888888889,140.44444444444446,0.8333333333333334,4.555555555555555,7.055555555555555,84.55555555555556,0.667025372395875,0.5,18
FNC Nemesis,0.2473894364030027,0.5622229606001536,-3.1666666666666665,-190.66666666666666,2.7222222222222223,2.388888888888889,4.611111111111111,32.77777777777778,1.1054121030482051,0.5,18
FNC Rekkles,0.2585335280225807,0.7752091508231859,5.777777777777778,72.44444444444444,3.0555555555555554,1.3333333333333333,6.333333333333333,36.94444444444444,1.1074523027689258,0.5,18
FNC Selfmade,0.1874071621735126,0.7105026665991577,11.444444444444445,201.05555555555554,3.0,2.4444444444444446,5.5,44.611111111111114,0.961258495970244,0.5,18
G2 Caps,0.2937382857626496,0.7009593210844501,2.3333333333333335,384.22222222222223,4.777777777777778,2.111111111111111,5.277777777777778,31.5,1.2898275374461599,0.6111111111111112,18
G2 Jankos,0.13509591244475663,0.701736653725818,0.7222222222222222,4.722222222222222,2.1666666666666665,2.6666666666666665,6.833333333333333,50.77777777777778,0.7953488280374371,0.6111111111111112,18
G2 Mikyx,0.08522714760646341,0.574378416704268,8.38888888888889,217.05555555555554,0.7777777777777778,2.9444444444444446,7.388888888888889,90.88888888888889,0.6475628233171054,0.6111111111111112,18
G2 P1noy,0.1479556655558334,0.5606060606060606,-67.5,-1493.5,3.5,2.5,5.5,43.5,1.0703415734944468,0.5,2
G2 Perkz,0.2796545476382456,0.5577335013949758,-3.4375,-260.1875,3.875,2.5625,4.8125,37.0,1.195827021987373,0.625,16
G2 Wunder,0.2209173156681528,0.571255122729581,12.277777777777779,404.77777777777777,2.5555555555555554,2.7222222222222223,5.055555555555555,31.27777777777778,1.1053661107060977,0.6111111111111112,18
MAD Carzzy,0.25240489034862473,0.6658924931086952,-29.72222222222222,-550.0555555555555,3.0555555555555554,1.9444444444444444,6.722222222222222,44.888888888888886,1.3361185224770873,0.6666666666666666,18
MAD Humanoid,0.30861167686586227,0.6767410928711238,8.666666666666666,269.05555555555554,4.388888888888889,2.7777777777777777,5.5,31.88888888888889,1.3687442657202724,0.6666666666666666,18
MAD Kaiser,0.10411570761133614,0.6834967285896079,19.555555555555557,368.8888888888889,1.3333333333333333,2.0,8.444444444444445,79.83333333333333,0.794702017193083,0.6666666666666666,18
MAD Orome,0.2027418871324519,0.5566673001347925,-3.7777777777777777,173.33333333333334,2.7777777777777777,1.8333333333333333,5.222222222222222,28.666666666666668,1.038036953050126,0.6666666666666666,18
MAD Shad0w,0.13212583804172498,0.7166295670655835,-8.222222222222221,-109.66666666666667,2.611111111111111,2.5555555555555554,7.222222222222222,44.05555555555556,0.7946223127580931,0.6666666666666666,18
MSF Dan Dan,0.23284369294949014,0.5933688015344363,-3.6666666666666665,-257.55555555555554,2.2222222222222223,2.0,3.388888888888889,30.833333333333332,1.054232016442517,0.3888888888888889,18
MSF Doss,0.07146252684431803,0.5535856300562182,-1.2307692307692308,19.692307692307693,0.23076923076923078,3.1538461538461537,5.769230769230769,81.53846153846153,0.5397766578789704,0.38461538461538464,13
MSF FEBIVEN,0.2856480412051162,0.6477157503086296,-0.3888888888888889,-303.55555555555554,2.4444444444444446,2.611111111111111,4.166666666666667,32.166666666666664,1.2931929150677546,0.3888888888888889,18
MSF Kobbe,0.26991323298963504,0.6415659246154601,-2.7222222222222223,-4.277777777777778,3.2222222222222223,1.8333333333333333,3.888888888888889,35.611111111111114,1.0928883566782706,0.3888888888888889,18
MSF Razork,0.13776834617636083,0.723598043683183,7.222222222222222,83.38888888888889,2.0,3.388888888888889,5.111111111111111,52.55555555555556,0.7776725866098337,0.3888888888888889,18
MSF denyk,0.07997350225060501,0.6311779448621554,2.0,-363.0,0.8,4.6,6.6,98.8,0.7390177306134469,0.4,5
OG Alphari,0.24833587349315056,0.63127373715609,17.5,388.94444444444446,2.0555555555555554,2.388888888888889,4.055555555555555,35.55555555555556,1.1336985893949523,0.3333333333333333,18
OG Destiny,0.05922142097708907,0.602118406285073,-1.6666666666666667,-47.111111111111114,0.6666666666666666,2.0,5.888888888888889,91.88888888888889,0.4791656014178648,0.4444444444444444,9
OG Jactroll,0.06871080386797611,0.6886063827240297,-5.555555555555555,-293.55555555555554,0.2222222222222222,3.7777777777777777,5.444444444444445,97.22222222222223,0.608410289213386,0.2222222222222222,9
OG Nukeduck,0.23197055467975788,0.7048940211930409,-5.111111111111111,-249.5,2.0555555555555554,2.3333333333333335,4.444444444444445,35.888888888888886,1.0880424648247746,0.3333333333333333,18
OG Upset,0.32176490146512227,0.7231728783199372,9.277777777777779,11.055555555555555,3.388888888888889,1.2222222222222223,3.8333333333333335,47.5,1.3713367888296777,0.3333333333333333,18
OG Xerxe,0.13396255793943668,0.6889849756271326,0.3333333333333333,-125.55555555555556,1.5555555555555556,2.1666666666666665,4.833333333333333,64.16666666666667,0.802195097137989,0.3333333333333333,18
RGE Finn,0.23940398898142348,0.5993342335413948,-4.333333333333333,230.33333333333334,1.8888888888888888,2.0555555555555554,6.111111111111111,41.833333333333336,1.118790690327132,0.7222222222222222,18
RGE Hans sama,0.28228422750933296,0.6569319096173316,10.333333333333334,525.1111111111111,4.444444444444445,1.7222222222222223,4.555555555555555,42.44444444444444,1.1880169795087676,0.7222222222222222,18
RGE Inspired,0.09822031888108407,0.7008809533745595,-4.833333333333333,102.61111111111111,1.6666666666666667,1.0,8.0,57.611111111111114,0.5677145895169651,0.7222222222222222,18
RGE Larssen,0.3127926419489811,0.7201339679707112,11.38888888888889,538.3888888888889,4.777777777777778,1.4444444444444444,4.666666666666667,30.22222222222222,1.2471482485273215,0.7222222222222222,18
RGE Vander,0.06729882267917842,0.5959645742467568,-5.555555555555555,-98.27777777777777,0.6666666666666666,0.9444444444444444,7.5,82.05555555555556,0.5690312932443111,0.7222222222222222,18
S04 Abbedagge,0.28515933818534484,0.7069398606066563,0.2777777777777778,3.611111111111111,3.5,2.111111111111111,4.277777777777778,40.833333333333336,1.2892981779007704,0.4444444444444444,18
S04 Dreams,0.08127518159330181,0.6713431863973659,0.26666666666666666,-36.8,0.8666666666666667,2.4,7.4,84.8,0.6787518037910669,0.5333333333333333,15
S04 Gilius,0.1373552775501186,0.736825673251757,5.833333333333333,442.0833333333333,4.0,2.0833333333333335,6.25,58.0,0.8147618765656213,0.6666666666666666,12
S04 Innaxe,0.3846666083765123,0.8585858585858586,-24.666666666666668,-1184.0,2.6666666666666665,3.0,1.6666666666666667,39.333333333333336,1.6504481181761559,0.0,3
S04 Lurox,0.0978113634073174,0.7417027417027416,-7.666666666666667,-228.33333333333334,0.6666666666666666,2.5,2.0,56.5,0.5224450364019969,0.0,6
S04 Neon,0.29324312941690156,0.727295444493587,-1.6,-83.8,2.6,2.1333333333333333,6.266666666666667,39.266666666666666,1.353045257073705,0.5333333333333333,15
S04 Nukes,0.06241161906790615,0.7979797979797979,5.0,199.0,0.6666666666666666,2.6666666666666665,3.0,106.66666666666667,0.4031340818293081,0.0,3
S04 Odoamne,0.20405505856289782,0.6658095960340543,4.444444444444445,-25.5,1.5,2.5555555555555554,6.111111111111111,33.0,1.0164029126122769,0.4444444444444444,18
SK Crownshot,0.3056957532991711,0.6826079254613826,11.88888888888889,264.55555555555554,3.5555555555555554,1.8333333333333333,4.833333333333333,40.111111111111114,1.2484966420218753,0.5,18
SK Jenax,0.23164379883198988,0.5606347404077022,-5.222222222222222,-460.3888888888889,2.611111111111111,2.611111111111111,4.444444444444445,32.27777777777778,1.1203042321982166,0.5,18
SK LIMIT,0.08961485084670702,0.7118589309249784,-8.055555555555555,-138.94444444444446,0.8888888888888888,2.5,7.833333333333333,95.55555555555556,0.6999395802974897,0.5,18
SK Trick,0.11497867313285072,0.6428708040421146,0.2222222222222222,-151.33333333333334,1.6666666666666667,2.8333333333333335,6.333333333333333,40.666666666666664,0.6853853100187507,0.5,18
SK ZaZee,0.25806692388928115,0.7499275387304283,-4.166666666666667,-79.66666666666667,3.3333333333333335,2.1666666666666665,5.666666666666667,33.5,1.0870490551922574,0.5,18
VIT Cabochard,0.19560289794512067,0.5559882455006294,-6.777777777777778,-393.8333333333333,1.9444444444444444,2.2777777777777777,4.0,36.111111111111114,0.942577531660499,0.3888888888888889,18
VIT Comp,0.33760375247802776,0.7881730732478927,2.2222222222222223,94.88888888888889,4.0,2.2777777777777777,4.555555555555555,45.72222222222222,1.2815721002149596,0.3888888888888889,18
VIT Labrov,0.0734343104268647,0.7926177571043413,0.6111111111111112,-145.83333333333334,0.3888888888888889,2.611111111111111,8.222222222222221,103.11111111111111,0.552761541616781,0.3888888888888889,18
VIT Milica,0.29050836020421633,0.6926633293893356,-6.166666666666667,-254.0,3.111111111111111,1.8888888888888888,4.388888888888889,45.0,1.1232358803927782,0.3888888888888889,18
VIT Nji,0.09245098590515356,0.5728657469885541,-9.666666666666666,-6.222222222222222,0.5555555555555556,3.111111111111111,4.777777777777778,60.666666666666664,0.46328017452009856,0.4444444444444444,9
VIT Skeanz,0.11325037198638747,0.6737317149081855,-7.444444444444445,-270.6666666666667,2.0,2.6666666666666665,5.888888888888889,50.111111111111114,0.6866499669159373,0.3333333333333333,9
XL Caedrel,0.10430006131537883,0.6082040644540645,0.3333333333333333,-85.38888888888889,1.4444444444444444,2.2222222222222223,4.055555555555555,52.111111111111114,0.576974527064439,0.4444444444444444,18
XL Kryze,0.2411511924499947,0.5461630190796857,-0.7222222222222222,134.0,1.8888888888888888,2.4444444444444446,2.9444444444444446,30.11111111111111,0.9923370142450259,0.4444444444444444,18
XL Patrik,0.33216916199234675,0.7044392336059003,8.944444444444445,250.66666666666666,3.611111111111111,2.0555555555555554,3.5,42.0,1.3204109091059075,0.4444444444444444,18
XL Special,0.23350647232397911,0.6087682379349046,-3.6666666666666665,-117.88888888888889,2.0,2.5,3.8333333333333335,35.72222222222222,0.9501980690139256,0.4444444444444444,18
XL Tore,0.08887311191830059,0.6779331008497675,-6.166666666666667,-88.88888888888889,0.16666666666666666,2.388888888888889,6.388888888888889,92.5,0.6623397447629311,0.4444444444444444,18
